Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
ENOV,Common Stock,Enovis Corp,"Enovis Corporation is a global medical technology company. The company is headquartered in Wilmington, Delaware.",1420800,NYSE,USD,USA,TECHNOLOGY,PUMPS & PUMPING EQUIPMENT,"420 NATIONAL BUSINESS PARKWAY, 5TH FLOOR, ANNAPOLIS JUNCTION, MD, US",December,6/30/23,3081493000,205453000,None,1.096,63.24,0,0,-2.97,29.97,-0.0852,-0.0012,-0.0003,-0.0456,1627180000,883885000,-2.97,1.531,0.084,69.83,-,22.03,0.734,0.878,0.819,5.79,2.122,66.71,43.88,60.64,57.57,54496000,None,None
USAU,Common Stock,US Gold Corp,"US Gold Corp. The company is headquartered in Elko, Nevada.",27093,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER STORAGE DEVICES,"P O BOX 7528, PRINCETON, NJ, US",April,7/31/23,28910100,-9380148,None,0,1.738,0,0,-1.01,0,0,0,-0.251,-0.45,0,0,-1.01,0,0,14.67,-,-,-,1.677,-,-2.145,1.201,7.48,3.05,3.846,4.313,9295800,3/20/20,5/7/18
CYTH,Common Stock,Cyclo Therapeutics Inc,"Cyclo Therapeutics, Inc., a clinical-stage biotechnology company, develops cyclodextrin-based products for the treatment of various diseases. The company is headquartered in Gainesville, Florida.",922247,NASDAQ,USD,USA,LIFE SCIENCES,INDUSTRIAL ORGANIC CHEMICALS,"27317 NW 78 AVENUE, N/A, HIGH SPRINGS, FL, US",December,6/30/23,30410700,-18851842,None,None,-0.097,0,0,-2.08,0.087,0,-20.77,-1.431,-4.572,908500,1225800,-2.08,0,-0.784,5,-,-,8.65,2.841,6.57,-0.871,-0.412,2.57,0.67,1.528,1.416,19308400,12/9/20,None
ETWO,Common Stock,E2open Parent Holdings Inc,"E2open Parent Holdings, Inc. provides a comprehensive, cloud-based supply chain management SaaS platform in the Americas, Europe, and Asia Pacific. The company is headquartered in Austin, Texas.",1800347,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"C/O CC CAPITAL, 200 PARK AVENUE, 58TH FLOOR, NEW YORK, NY, US",February,5/31/23,1465987000,186220000,None,None,7.22,0,0,-3.2,2.157,-1.477,-0.0314,-0.0027,-0.367,651954000,431275000,-3.2,0,-0.002,6.21,-,21.93,2.846,0.631,4.514,-9.14,0.341,7.21,3.92,5.06,5.56,303203000,None,None
ZIVO,Common Stock,Zivo Bioscience Inc,"ZIVO Bioscience, Inc., a research and development company, is dedicated to licensing and selling natural bioactive ingredients derived from its proprietary algal cultures to manufacturers of medical food and dietary, human and animal supplements. The company is headquartered in Keego Harbor, Michigan.",1101026,NASDAQ,USD,USA,MANUFACTURING,FOOD AND KINDRED PRODUCTS,"7 WEST SQUARE LAKE RD, BLOOMFIELD HILLS, MI, US",December,6/30/23,13584600,None,None,0,-0.301,0,0,-0.92,0,0,-2081.95,-1.603,-6.11,4050,20000,-0.92,0,0,6,-,-,2639.17,17.86,3047.76,-2.503,0.154,3.75,1.1,1.764,2.598,10449700,None,None
GNTX,Common Stock,Gentex Corporation,"Gentex Corporation designs, develops, manufactures, markets, and supplies digital vision, connected car, tinted glass, and fire protection products in the United States, Germany, Japan, Mexico, and internationally. The company is headquartered in Zeeland, Michigan.",355811,NASDAQ,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,"600 N CENTENNIAL ST, ZEELAND, MI, US",December,6/30/23,7514305000,516807000,20.37,1.036,9.41,0.48,0.0151,1.58,9.21,0.172,0.199,0.11,0.175,2121518000,609814000,1.58,0.516,0.259,37.14,20.37,14.43,3.422,3.163,3.358,13.44,0.949,34.33,22.98,32.45,29.09,233436000,10/18/23,10/5/23
BBVA,Common Stock,Banco Bilbao Viscaya Argentaria SA ADR,"Banco Bilbao Vizcaya Argentaria, SA provides retail banking, wholesale banking, asset management and private banking services. The company is headquartered in Bilbao, Spain.",842180,NYSE,USD,USA,FINANCE,"COMMERCIAL BANKS, NEC","CIUDAD BBVA C/. SAUCEDA, 28., EDIFICIO AFRICA, MADRID, ES",December,6/30/23,48579174000,None,6.49,0.734,7.97,0.31,0.0565,1.24,4.258,0.289,0.533,0.0107,0.156,25361000000,21435000000,1.24,0.397,0.15,7.34,6.49,5.62,1.606,0.726,-,-,1.534,8.19,4.149,7.77,7.25,5965470000,4/20/23,4/3/23
FDS,Common Stock,FactSet Research Systems Inc,"FactSet Research Systems Inc. provides integrated financial information and analytical applications to investment and corporate communities in the Americas, EMEA, and Asia Pacific. The company is headquartered in Norwalk, Connecticut.",1013237,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","601 MERRITT 7, NORWALK, CT, US",August,8/31/23,16679808000,761537000,36.38,3.006,42.54,3.74,0.0085,12.02,54.6,0.225,0.315,0.103,0.317,2085508000,1112283000,12.02,-0.375,0.073,442.71,36.38,30.4,8.91,12.86,10.2,31.19,0.814,470.87,376.08,430.89,415.2,38146200,9/21/23,8/30/23
COUR,Common Stock,Coursera Inc,"Coursera, Inc. operates an online educational content platform that connects students, educators, and institutions. The company is headquartered in Mountain View, California.",1651562,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"381 E. EVELYN AVE., MOUNTAIN VIEW, CA, US",December,6/30/23,2625525000,-159876000,None,None,4.187,0,0,-1.05,3.915,-0.262,-0.285,-0.11,-0.226,579913000,331507000,-1.05,0,0.232,17.9,-,-,3.64,2.698,2.301,-7.56,1.817,19.05,9.91,14.7,13.08,150719000,None,None
CCV,Common Stock,Churchill Capital V Corp,None,1812234,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"640 FIFTH AVENUE, 12TH FLOOR, NEW YORK, NY, US",December,6/30/23,282037000,None,94,None,-1.062,0,0,0.11,0,0,0,-0.0055,4.401,0,0,0.11,-0.651,0,None,94,-,-,1.307,-,21.01,0.0122,11,9.9,10.26,10.11,14776300,None,None
FSTR,Common Stock,LB Foster Company,"LB Foster Company provides products and services for the rail industry and solutions to support critical infrastructure projects globally. The company is headquartered in Pittsburgh, Pennsylvania.",352825,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-METALS SERVICE CENTERS & OFFICES,"415 HOLIDAY DR, PITTSBURGH, PA, US",December,6/30/23,207291000,27204000,None,0,13.15,0,0,-4.1,49.28,-0.0841,0.0214,0.0198,-0.277,530710000,90746000,-4.1,0.778,0.126,20,-,-,0.226,0.602,0.443,15.05,0.944,19.53,9,17,13.23,11091000,9/23/16,9/7/16
HIMS,Common Stock,Hims Hers Health Inc,"Hims & Hers Health, Inc. operates a multi-specialty telehealth platform that connects consumers with licensed healthcare professionals. The company is headquartered in San Francisco, California.",1773751,NYSE,USD,USA,LIFE SCIENCES,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,"333 S. GRAND AVE., 28TH FLOOR, LOS ANGELES, CA, US",December,6/30/23,1424405000,-41362000,None,None,1.518,0,0,-0.22,3.438,-0.0661,-0.07,-0.0808,-0.147,710721000,408722000,-0.22,0,0.831,12.45,-,120.48,3.225,4.77,2.904,-19.17,0.474,12.34,4.01,7.99,8.56,202645000,None,None
IBP,Common Stock,Installed Building Products Inc,"Installed Building Products, Inc. is engaged in the installation of insulation, waterproofing, fire protection, fire protection, garage doors, rain gutters, window blinds, shower doors, closet shelving and mirrors and other products in the Continental United States. The company is headquartered in Columbus, Ohio.",1580905,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,"495 SOUTH HIGH STREET, SUITE 50, COLUMBUS, OH, US",December,6/30/23,3548200000,446448000,14.47,1.2,19.85,1.29,0.0106,8.63,97.59,0.0873,0.128,0.125,0.5,2757012000,827784000,8.63,0.053,0.023,166,14.47,12.5,1.051,5.68,1.314,8.13,1.805,157.78,73.22,141,120.15,28410600,9/30/23,9/14/23
SNDA,Common Stock,Sonida Senior Living Inc,"Sonida Senior Living, Inc. develops, owns, operates and manages senior living communities in the United States. The company is headquartered in Dallas, Texas.",1043000,NYSE,USD,USA,LIFE SCIENCES,SERVICES-NURSING & PERSONAL CARE FACILITIES,"14160 DALLAS PARKWAY, SUITE 300, DALLAS, TX, US",December,6/30/23,67045000,19129000,None,None,-13.22,0,0,-3.73,34.78,-0.0829,-0.0897,-0.0187,0,221606000,38569000,-3.73,0,0.093,5,-,-,0.407,29.11,3.28,22.04,1.677,17.7,6,9.41,10.66,7777800,12/14/20,None
LEU,Common Stock,Centrus Energy,"Centrus Energy Corp. The company is headquartered in Bethesda, Maryland.",1065059,NYSE MKT,USD,USA,ENERGY & TRANSPORTATION,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),"6901 ROCKLEDGE DR, SUITE 800, BETHESDA, MD, US",December,6/30/23,881233000,47700000,25.57,0,-2.093,0,0,2.22,21.91,0.108,0.124,0.039,0,324700000,117900000,2.22,-0.669,-0.007,62.5,25.57,10.78,1.924,-,1.979,4.02,2.069,61.35,24.88,45.73,37.19,14806400,None,11/22/05
HURC,Common Stock,Hurco Companies Inc,"Hurco Companies, Inc., an industrial technology company, designs, manufactures and sells computerized machine tools to companies in the metal cutting industry worldwide. The company is headquartered in Indianapolis, Indiana.",315374,NASDAQ,USD,USA,LIFE SCIENCES,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL","ONE TECHNOLOGY WAY, INDIANAPOLIS, IN, US",October,7/31/23,138936000,5838000,41.35,0,34.94,0.62,0.03,0.52,34.51,0.0151,0.0135,0.0061,0.0149,225164000,64478000,0.52,-0.78,-0.077,38,41.35,-,0.658,0.732,0.405,6.21,0.484,29.99,20.4,21.8,24.14,6462100,10/16/23,9/29/23
EHC,Common Stock,Encompass Health Corp,"Encompass Health Corporation offers in-home and post-acute health care services in the United States. The company is headquartered in Birmingham, Alabama.",785161,NYSE,USD,USA,LIFE SCIENCES,SERVICES-HOSPITALS,"9001 LIBERTY PARKWAY, BIRMINGHAM, AL, US",December,6/30/23,7115399000,952500000,21.32,None,14.72,0.6,0.0085,3.33,46.04,0.0686,0.151,0.0667,0.19,4574300000,1753200000,3.33,0.866,0.117,80,21.32,16.67,1.072,4.605,1.585,8.33,0.953,72.06,44.8,68.41,61.78,100231000,10/16/23,9/29/23
HGBL,Common Stock,Heritage Global Inc,"Heritage Global, Inc. is an asset services company with a focus on financial and industrial asset transactions. The company is headquartered in San Diego, California.",849145,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","12625 HIGH BLUFF DRIVE, SUITE 305, SAN DIEGO, CA, US",December,6/30/23,116843000,10720000,6.42,0,1.47,0,0,0.49,1.548,0.318,0.182,0.0957,0.396,56202000,26004000,0.49,0,0.184,5.67,6.42,-,2.31,2.471,2.01,8.31,1.288,4.08,1.51,3.334,3.063,37151900,None,None
IBKR,Common Stock,Interactive Brokers Group Inc,"Interactive Brokers Group, Inc. is a global automated electronic broker. The company is headquartered in Greenwich, Connecticut.",1381197,NASDAQ,USD,USA,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","ONE PICKWICK PLAZA, GREENWICH, CT, US",December,6/30/23,36611711000,None,30.96,1.81,30.27,0.4,0.0045,2.837,37.98,0.13,0.694,0.0207,0.208,3905000000,2810000000,2.837,0.667,0.488,106.86,30.96,16.5,10.29,2.739,3.98,7.19,0.79,95.59,62.4,89.93,82.27,90820000,9/14/23,8/31/23
WSBF,Common Stock,Waterstone Financial Inc,"Waterstone Financial, Inc. is a bank holding company for WaterStone Bank SSB providing various financial services to clients in southeastern Wisconsin, USA. The company is headquartered in Wauwatosa, Wisconsin.",1569994,NASDAQ,USD,USA,FINANCE,"SAVINGS INSTITUTION, FEDERALLY CHARTERED","11200 WEST PLANK COURT, WAUWATOSA, WI, US",December,6/30/23,233209000,None,18.25,0,17.45,0.8,0.0716,0.6,6.82,0.0868,0.108,0.0059,0.0333,142415000,161541000,0.6,-0.454,-0.204,12.5,18.25,-,1.976,0.995,-,-,0.458,17.22,10.9,12.72,14.65,21297600,8/2/23,7/7/23
MTNB,Common Stock,Matinas BioPharma Holdings Inc,"Matinas BioPharma Holdings, Inc., a clinical-stage biopharmaceutical company, is focused on the discovery and development of several candidate products. The company is headquartered in Bedminster, New Jersey.",1582554,NYSE MKT,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"1545 ROUTE 206 SOUTH, SUITE 302, BEDMINSTER, NJ, US",December,6/30/23,28244400,-22303000,None,0,0.128,0,0,-0.1,0.015,0,-7.04,-0.328,-0.585,3221000,-13490000,-0.1,0,-1,2.25,-,-,64.49,3.548,50.93,-4.338,2.022,0.89,0.11,0.216,0.414,217265000,None,None
KOSS,Common Stock,Koss Corporation,"Koss Corporation designs, manufactures, and sells stereo headphones and related accessories in the United States, the Czech Republic, Sweden, Canada, the Russian Federation, Australia, Malaysia, and internationally. The company is headquartered in Milwaukee, Wisconsin.",56701,NASDAQ,USD,USA,MANUFACTURING,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,"4129 N PORT WASHINGTON AVE, MILWAUKEE, WI, US",June,6/30/23,27796700,-2529760,3.5,0,3.407,0,0,0.86,1.425,0.634,-0.211,-0.0505,0.307,13099700,4457400,0.86,0.371,-0.276,None,3.5,-,3.131,1.64,2.176,-1.711,-0.544,7.2,2.815,3.681,4.393,9234800,4/15/14,3/27/14
BFLY,Common Stock,Butterfly Network Inc,"Butterfly Network, Inc., a digital health company, develops, manufactures, and markets ultrasound imaging solutions in the United States and internationally. The company is headquartered in Guilford, Connecticut.",1804176,NYSE,USD,USA,LIFE SCIENCES,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,"530 OLD WHITFIELD STREET, GUILFORD, CT, US",December,6/30/23,391571000,-143843296,None,None,1.347,0,0,-0.78,0.359,-2.076,-2.093,-0.221,-0.454,72564000,39460000,-0.78,0,-0.038,3.5,-,-,6.72,1.465,3.645,-1.84,1.68,5.29,1.11,2.128,2.336,180207000,None,None
MLI,Common Stock,Mueller Industries Inc,"Mueller Industries, Inc. manufactures and sells copper, brass, aluminum, and plastic products in the United States, United Kingdom, Canada, South Korea, the Middle East, China, and Mexico. The company is headquartered in Collierville, Tennessee.",89439,NYSE,USD,USA,MANUFACTURING,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,"SUITE 100, 150 SCHILLING BOULEVARD, COLLIERVILLE, TN, US",December,6/30/23,4266089000,858791000,6.59,0,37.27,1.1,0.0151,11.4,66.32,0.175,0.221,0.221,0.353,3690587000,1117593000,11.4,-0.145,-0.22,100,6.59,10.58,0.87,2.315,0.814,3.641,1.114,91.57,57.46,76.99,74.15,56760000,9/15/23,8/31/23
LII,Common Stock,Lennox International Inc,"Lennox International Inc. designs, manufactures and markets a range of products for the heating, ventilation, air conditioning and refrigeration markets in the United States, Canada and internationally. The company is headquartered in Richardson, Texas.",1069202,NYSE,USD,USA,TECHNOLOGY,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,"2140 LAKE PARK BLVD, RICHARDSON, TX, US",December,6/30/23,13298012000,807600000,24.16,2.079,1.763,4.28,0.0115,15.5,135.38,0.115,0.151,0.161,0,4799400000,1284700000,15.5,0.23,0.033,377.14,24.16,17.51,1.92,-,2.382,15.73,0.967,393.02,199.92,368.46,295.45,35514400,9/15/23,8/30/23
IVAC,Common Stock,Intevac Inc,"Intevac, Inc. provides vacuum deposition equipment for various thin film applications and digital night vision technologies and products for the defense industry in the United States, Asia, and Europe. The company is headquartered in Santa Clara, California.",1001902,NASDAQ,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC","3560 BASSETT STREET, SANTA CLARA, CA, US",December,6/30/23,83643000,-17558000,None,8.85,4.448,0,0,-0.62,1.709,-0.346,-0.434,-0.0736,-0.128,43852000,15841000,-0.62,41.16,0.107,7.34,-,29.24,3.839,1.242,1.415,-3.172,0.591,7.54,3.07,3.444,5.37,26302700,None,None
CLRO,Common Stock,ClearOne Inc,"ClearOne, Inc. designs, develops, and sells conferencing, collaboration, and network transmission solutions for voice and visual communications in the United States and internationally. The company is headquartered in Salt Lake City, Utah.",840715,NASDAQ,USD,USA,MANUFACTURING,TELEPHONE & TELEGRAPH APPARATUS,"5225 WILEY POST WAY, SUITE 500, SALT LAKE CITY, UT, US",December,6/30/23,18017200,-5439000,0.885,4.74,1.81,0,1.247,0.85,0.833,1.049,-0.354,-0.0796,0.442,19946000,12766000,0.85,0,-0.257,4.05,0.885,-,1.35,0.67,1.216,-19.48,0.826,1.488,0.281,0.806,1.29,23959000,5/31/23,6/1/23
KA,Common Stock,Kineta Inc.,None,1445283,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"80 GUEST STREET, 5TH FLOOR, BOSTON, MA, US",December,6/30/23,19245100,-20024000,None,None,0.771,0,0,-11.01,0.85,0,-3.274,-1.006,0,6129000,9091000,-11.01,0,5.2,10.75,-,-,-,-,-,-,None,15.54,1.78,2.211,5.11,9769100,None,None
GEHC,Common Stock,GE HealthCare Technologies Inc.,"GE HealthCare Technologies Inc. provides medical technology, pharmaceutical diagnostics, and digital solutions in the United States. The company is headquartered in Chicago, Illinois.",1932393,NASDAQ,USD,USA,LIFE SCIENCES,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,"500 W. MONROE STREET, CHICAGO, IL, UNITED STATES",December,6/30/23,31497533000,3341000000,19.51,None,15.62,0.06,0.0017,3.55,41.86,0.0962,0.142,0.0577,0.153,19037999000,7179000000,3.55,-0.147,0.074,89.67,19.51,-,-,-,-,-,None,87.76,52.96,75.93,74.49,454838000,8/15/23,7/20/23
PGR,Common Stock,Progressive Corp,"The Progressive Corporation is an American insurance company, one of the largest providers of car insurance in the United States. The company insures motorcycles, boats, RVs, and commercial vehicles and provides home insurance through select companies.",80661,NYSE,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE","6300 WILSON MILLS RD, MAYFIELD VILLAGE, OH, US",December,6/30/23,81504436000,2729100000,47.87,0.915,27.71,0.4,0.0029,2.91,95.57,0.0312,0.0432,0.0193,0.108,55882400000,1687100000,2.91,0.442,0.333,141.27,47.87,20.04,1.536,5.18,1.658,-,0.467,149.76,109.8,132.98,134.09,585100000,10/13/23,10/4/23
GCTK,Common Stock,GlucoTrack Inc,"GlucoTrack, Inc., a medical device company, designs, develops and markets noninvasive glucose monitoring devices for people with diabetes and prediabetes in Europe and Asia Pacific. The company is headquartered in Or Yehuda, Israel.",1506983,NASDAQ,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"102 HA'AVODA STREET, P.O.BOX 432, ASHKELON, IL",December,6/30/23,5338000,-4663000,None,None,0.371,0,0,-0.33,0,0,0,-0.44,-0.856,0,-20000,-0.33,0,0,None,-,-,-,10.25,-,-4.624,-1.163,3.75,0.208,0.318,0.832,20892200,None,None
MFC,Common Stock,Manulife Financial Corp,"Manulife Financial Corporation, offers financial products and services in Asia, Canada, the United States and internationally. The company is headquartered in Toronto, Canada.",1086888,NYSE,USD,USA,FINANCE,LIFE INSURANCE,"200 BLOOR ST EAST, NT-10, TORONTO, ON, CA",December,6/30/23,33328644000,18121501000,3.686,1.84,23.56,1.39,0.0586,4.96,10.74,0.65,0.893,0.0134,0.254,20086999000,17650000000,4.96,-0.513,1.26,19.27,3.686,7.62,1.525,0.95,1.516,-,1.133,19.83,14.09,18.91,18.92,1823120000,9/19/23,8/22/23
GOCO,Common Stock,GoHealth Inc.,"GoHealth, Inc. is a health insurance marketplace and a Medicare-focused digital health company in the United States. The company is headquartered in Chicago, Illinois.",1808220,NASDAQ,USD,USA,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE","214 WEST HURON STREET, CHICAGO, IL, US",December,6/30/23,350801000,-135083008,None,None,26.54,0,0,-14.88,59,-0.245,-0.446,-0.0872,-0.502,528365000,444005000,-14.88,4.241,-0.1,15,-,555.56,3.074,0.4,0.669,-1.361,1.983,22.85,4.95,18.42,15.55,9511900,None,None
CNM,Common Stock,Core & Main Inc,None,1856525,NYSE,USD,USA,TRADE & SERVICES,"WHOLESALE-DURABLE GOODS, NEC","1830 CRAIG PARK COURT, ST. LOUIS, MO, US",December,3/31/23,7514287000,925000000,15.4,None,9.82,0,0,2.14,38.87,0.0552,0.117,0.0988,0.275,6627000000,1795000000,2.14,-0.014,-0.015,36.08,15.4,10.41,1.02,2.327,0.825,5.92,0.922,33.32,18.75,31.45,25.33,162892000,None,None
FSCO,Common Stock,First Security Corp,None,1568194,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,12/31/22,1071122000,None,None,None,None,0,0,-0.79,0,0,0,0,0,0,0,-0.79,0,0,None,-,-,-,-,-,-,None,5.43,3.378,5.07,4.722,198356000,None,9/21/23
CZFS,Common Stock,Citizens Financial Services Inc. Common Stock,"Citizens Financial Services, Inc. is the banking holding company of First Citizens Community Bank that offers a variety of banking products and services for individual, business, government and institutional clients. The company is headquartered in Mansfield, Pennsylvania.",739421,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,"15 S MAIN ST, MANSFIELD, PA, US",December,6/30/23,227268000,None,10.69,0,55.92,1.911,0.0396,4.52,19.25,0.234,0.414,0.0071,0.0792,77657000,80081000,4.52,0.024,-0.216,75,10.69,8.9,3.803,1.57,-,-,0.327,91.11,47.5,58.21,74.49,4704400,9/29/23,6/8/23
CLIN,Common Stock,Clean Earth Acquisitions Corp,None,1883984,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"12600 HILL COUNTRY BLVD., BUILDING R, SUITE 275, BEE CAVE, TX, US",December,6/30/23,175728000,None,5.42,None,-0.214,0,0,1.94,0,0,0,-0.0109,0,0,0,1.94,0,0,None,5.42,-,-,-,-,-,None,11.36,9.88,10.48,10.27,9037600,None,None
AKA,Common Stock,AKA Brands Holding Corp,"also known as Brands Holding Corp. The company is headquartered in San Francisco, California.",1865107,NYSE,USD,USA,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,"100 MONTGOMERY STREET, SUITE 1600, SAN FRANCISCO, CA, US",December,6/30/23,64329000,15011000,None,None,1.785,0,0,-1.45,4.355,-0.336,-0.0084,-0.005,-0.574,561461000,337954000,-1.45,-0.5,-0.142,0.91,-,17.18,0.309,0.532,0.546,13.1,None,2.15,0.3,0.45,0.88,128529000,None,None
CRSR,Common Stock,Corsair Gaming Inc,"Corsair Gaming, Inc. designs, markets and distributes gaming and broadcast peripherals, components and systems in the Americas, Europe, the Middle East and Asia Pacific. ",1743759,NASDAQ,USD,USA,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC","47100 BAYSIDE PARKWAY, FREMONT, CA, US",December,6/30/23,1640401000,51108000,319.2,None,6.31,0,0,0.05,13.96,-0.0043,0.0006,0.0004,-0.0074,1389895000,296632000,0.05,-0.496,0.146,19.25,319.2,12.61,1.027,3.052,1.22,184.08,1.695,20.72,10.96,16.67,16.82,102060000,None,None
IPVF,Common Stock,InterPrivate III Financial Partners Inc,"InterPrivate III Financial Partners Inc. is a blank check company. The company is headquartered in New York, New York.",1839610,NYSE MKT,USD,USA,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","1350 AVENUE OF THE AMERICAS, NEW YORK, NY, US",December,6/30/23,90877000,None,145.25,None,0.343,0,0,0.08,0,0,0,-0.0168,0.114,0,0,0.08,-0.818,0,None,145.25,-,-,1.26,-,-558.24,0.106,11.92,9.8,11.16,10.46,1352000,None,None
GGE,Common Stock,Green Giant Inc.,"Guggenheim Enhanced Equity Strategy Fund (the Fund) is a non-diversified, closely held investment company. ",1158420,NASDAQ,USD,China,REAL ESTATE & CONSTRUCTION,REAL ESTATE,"6 XINGHAN ROAD, 19TH FLOOR, HANZHONG, SHAANXI, CHINA",September,6/30/23,61373000,-120829736,None,None,0.603,0,0,-5.46,0.036,0,-64.7,-0.243,-1.633,1867700,3582300,-5.46,0,-0.631,None,-,-,-,-,-,-,1.716,3.77,0.66,1.674,2.35,55793000,9/2/20,None
ATUS,Common Stock,Altice USA Inc,"Altice USA, Inc. provides broadband communications and video services in the United States, Canada, Puerto Rico, and the Virgin Islands. ",1702780,NYSE,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"1 COURT SQUARE WEST, LONG ISLAND CITY, NY, US",December,6/30/23,1486964000,3559787000,None,0.699,-0.833,0,0,-0.01,20.66,-0.0004,0.195,0.0351,0.824,9381000000,6442021000,-0.01,-0.261,-0.056,4.43,-,3.873,0.183,28.76,2.872,7.22,1.425,7.06,2.01,3.238,3.485,270401000,6/6/18,6/7/18
EBMT,Common Stock,Eagle Bancorp Montana Inc,"Eagle Bancorp Montana, Inc. is the banking holding company for Opportunity Bank of Montana offering a variety of retail banking products and services to small businesses and individuals in Montana. The company is headquartered in Helena, Montana.",1478454,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,"1400 PROSPECT AVE., P.O. BOX 4999, HELENA, MT, US",December,6/30/23,94739000,None,7.65,1.61,20.9,0.552,0.0474,1.55,11.19,0.137,0.204,0.0061,0.0736,87190000,87531000,1.55,0.082,-0.058,14,7.65,7.55,1.521,0.908,-,-,0.536,18.96,11.25,12.8,14.36,7988100,9/1/23,8/10/23
BHIL,Common Stock,Benson Hill Inc,None,1830210,NYSE,USD,USA,MANUFACTURING,FOOD AND KINDRED PRODUCTS,"1001 N. WARSON RD., ST. LOUIS, MO, US",December,6/30/23,131190000,-70731000,None,None,0.658,0,0,-0.54,2.488,-0.309,-0.2,-0.123,-0.548,465157000,3527000,-0.54,0,0.165,3.83,-,-,1.314,2.2,1.412,-6.74,1.407,3.5,0.325,1.076,1.71,207974000,None,None
BILL,Common Stock,Bill Com Holdings Inc,"Bill.com Holdings, Inc. provides cloud-based software that digitizes and automates financial back-office operations for small and medium-sized businesses globally. The company is headquartered in Palo Alto, California.",1786352,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1810 EMBARCADERO ROAD, PALO ALTO, CA, US",June,6/30/23,12414268000,-204310000,None,7.51,38.35,0,0,-2.13,9.99,-0.211,-0.279,-0.0196,-0.055,1058468000,536918000,-2.13,0,0.478,131.3,-,227.27,15.81,3.234,16.32,-52.88,1.929,154.12,68.3,115.84,101.97,106606000,None,None
